1,18.48,74.358,806.608,78.25,61.927,61.904,18.996,0.014,0.005,2.647,0.006,43.789,101.666,1.177,1.172
2,19.62,65.992,909.748,79.382,74.33,74.302,38.158,0.006,0.006,1.003,0.005,52.559,99.152,0.894,1.545
3,18.4,61.272,979.895,113.4,85.979,85.94,37.867,0.004,0.003,1.388,0.006,60.796,148.375,1.084,1.359
4,18.35,60.843,976.46,169.05,150.486,150.42,56.661,0.004,0.006,0.73,0.007,106.41,213.815,0.874,1.362
5,16.16,66.85,895.272,93.062,67.989,67.957,19.981,0.004,0.004,1.111,0.008,48.075,122.503,1.046,1.286
6,19.53,66.856,896.655,125.139,82.824,82.792,37.366,0.011,0.005,2.064,0.017,58.565,166.995,1.271,1.206
7,21.53,71.975,835.528,128.992,96.961,96.929,35.016,0.004,0.003,1.254,0.009,68.561,169.014,1.066,1.108
8,18.07,73.12,820.697,57.572,31.758,31.746,2.803,0.005,0.003,2.129,0.015,22.456,78.283,1.218,1.104
9,19.21,76.05,791.546,88.996,75.444,75.418,29.897,0.017,0.015,1.135,0.013,53.347,114.025,1.079,1.398
10,16.84,77.945,769.975,86.184,90.554,90.52,11.06,0.01,0.016,0.646,0.011,64.032,103.711,0.787,0.845
11,15.64,68.443,877.01,87.938,76.473,76.437,24.228,0.007,0.006,1.14,0.008,54.075,112.054,0.993,1.366
12,20.06,55.97,1071.732,122.825,92.688,92.647,44.296,0.002,0.001,2.032,0.004,65.54,160.655,1.135,1.395
13,17.64,75.695,792.913,71.841,48.255,48.237,20.255,0.009,0.005,1.89,0.009,34.121,95.67,1.228,1.281
14,20.38,62.835,955.183,71.872,60.727,60.703,18.999,0.007,0.007,1.079,0.009,42.94,92.169,0.964,1.26
15,13.9,72.674,824.827,102.675,105.238,105.186,43.508,0.007,0.009,0.758,0.005,74.414,124.375,0.838,1.452
16,22.32,55.776,1075.382,96.583,123.164,123.115,70.04,0.006,0.025,0.225,0.006,87.09,105.194,0.531,1.497
17,16.83,67.55,887.056,65.006,65.2,65.171,35.62,0.01,0.015,0.682,0.012,46.103,79.482,0.882,1.456
18,19.35,78.826,760.8,61.204,45.355,45.34,6.23,0.016,0.01,1.548,0.018,32.071,80.419,1.164,1.13
19,23.91,64.519,932.284,106.588,77.19,77.165,26.155,0.003,0.002,1.589,0.004,54.582,140.518,1.181,1.1
20,17.09,73.155,820.346,81.379,51.02,50.999,15.545,0.023,0.003,8.152,0.008,36.076,109.242,1.519,0.912
21,16.52,79.786,754.889,106.502,89.503,89.469,22.409,0.006,0.006,1.095,0.011,63.288,136.685,0.962,1.057
22,19.83,83.829,716.092,74.341,52.051,52.036,22.952,0.015,0.009,1.604,0.01,36.806,98.47,1.3,1.255
23,20.48,80.792,742.807,68.412,43.971,43.958,13.923,0.026,0.007,3.707,0.008,31.092,91.612,1.442,1.092
24,22.62,73.783,813.861,83.632,69.996,69.975,42.917,0.004,0.004,0.961,0.006,49.495,107.441,0.997,1.621
25,20.24,71.645,836.997,55.195,43.23,43.215,5.655,0.004,0.003,1.539,0.007,30.568,71.821,1.064,1.054
26,15.14,69.349,867.506,121.902,141.733,141.665,37.189,0.007,0.012,0.61,0.005,100.22,140.357,0.707,1.158
27,13.94,78.174,768.3,47.239,39.696,39.678,1.838,0.014,0.01,1.442,0.011,28.069,60.612,1.17,1.002
28,23.04,81.907,732.328,70.719,52.175,52.161,8.85,0.006,0.003,1.871,0.01,36.893,92.975,1.143,1.046
29,24.68,68.283,878.342,64.664,50.603,50.588,7.122,0.004,0.003,1.204,0.006,35.782,84.102,1.009,1.146
30,12.05,86.453,694.904,63.542,58.928,58.9,15.511,0.014,0.01,1.486,0.011,41.668,79.654,1.036,1.35
