2,76.066,789.119,78.932,67.137,66.99,15.859,0.01,0.006,1.534,0.006,47.473,100.831,1.012,1.238
3,80.874,742.555,140.646,72.608,72.456,29.876,0.008,0.003,3.164,0.002,51.341,192.477,1.4,0.762
4,78.541,763.927,89.221,38.681,38.602,16.596,0.004,0.002,1.935,0.0,27.352,123.078,1.36,1.272
5,88.306,687.34,86.987,104.516,104.316,3.065,0.013,0.039,0.337,0.002,73.904,98.424,0.741,0.524
6,77.907,770.105,77.136,41.549,41.466,22.414,0.007,0.006,1.235,0.001,29.38,104.628,1.3,1.361
7,87.66,684.997,178.955,88.13,87.965,24.138,0.001,0.001,0.934,0.0,62.318,245.34,0.934,0.214
8,88.707,679.589,104.597,133.551,133.301,14.015,0.024,0.045,0.537,0.01,94.435,112.862,0.7,0.761
9,79.878,751.471,87.591,42.653,42.571,18.908,0.02,0.005,4.358,0.003,30.16,120.046,1.512,1.184
10,104.147,576.229,69.056,32.854,32.801,5.466,0.012,0.003,4.067,0.002,23.232,94.998,1.351,0.614
11,120.205,499.152,32.596,8.053,8.044,0.279,0.006,0.002,3.463,0.006,5.694,45.716,1.722,0.544
13,109.889,545.936,55.888,12.838,12.82,0.304,0.003,0.001,6.574,0.001,9.078,78.531,1.713,0.593
14,128.839,466.942,49.415,37.043,36.994,1.823,0.002,0.007,0.271,0.002,26.193,64.879,0.969,0.373
15,83.796,716.16,75.487,51.683,51.58,16.4,0.012,0.007,1.762,0.004,36.546,100.401,1.246,1.399
16,127.742,469.645,60.429,6.896,6.897,0.0,0.002,0.0,8.049,0.0,4.876,85.273,1.66,0.173
17,109.62,547.431,92.359,27.035,26.999,7.034,0.001,0.001,0.96,0.001,19.117,129.204,1.14,0.287
