2,74.784,802.441,53.965,39.988,39.899,22.422,0.029,0.017,1.753,0.004,28.276,70.946,1.292,1.597
3,78.115,772.05,109.655,68.374,68.227,31.897,0.039,0.009,4.572,0.007,48.348,147.344,1.386,0.979
4,83.624,717.849,74.675,47.718,47.622,26.104,0.059,0.047,1.257,0.011,33.742,100.239,1.375,1.305
5,87.111,691.451,60.161,63.864,63.74,0.775,0.03,0.002,13.425,0.004,45.159,72.235,0.876,0.644
6,77.682,773.005,86.35,55.003,54.898,33.19,0.039,0.03,1.304,0.006,38.893,115.233,1.328,1.301
7,85.291,725.124,112.856,111.109,110.883,42.105,0.023,0.042,0.556,0.002,78.566,139.203,0.993,1.249
8,91.346,659.441,97.728,129.817,129.577,12.915,0.034,0.037,0.906,0.005,91.794,103.632,0.685,0.749
9,77.688,772.783,90.707,50.04,49.931,26.84,0.052,0.009,5.838,0.004,35.383,123.561,1.504,1.076
10,99.605,604.759,83.191,51.551,51.464,9.459,0.038,0.025,1.479,0.011,36.452,111.885,1.347,0.641
11,122.99,487.84,21.279,7.38,7.37,0.0,0.042,0.007,6.144,0.005,5.218,29.655,1.765,0.81
13,97.899,613.004,57.85,31.007,30.954,8.219,0.036,0.009,3.934,0.012,21.925,78.956,1.551,0.91
14,114.637,523.442,42.618,14.145,14.125,0.877,0.013,0.005,2.907,0.001,10.002,59.442,1.644,0.634
15,81.499,736.449,55.461,42.136,42.049,22.222,0.048,0.028,1.707,0.004,29.794,72.625,1.383,1.681
16,123.916,484.228,27.394,8.157,8.147,0.0,0.016,0.003,6.028,0.004,5.768,38.33,1.699,0.518
17,125.735,477.246,50.688,25.712,25.678,4.533,0.004,0.001,4.416,0.001,18.181,69.437,1.517,0.307
