2,75.366,796.12,50.412,33.776,33.553,12.162,0.027,0.026,1.012,nan,23.883,67.295,1.1,1.854
3,71.468,839.184,150.314,85.106,84.545,42.857,0.039,0.013,2.961,nan,60.179,203.82,1.332,1.26
4,79.766,752.07,93.425,33.828,33.822,10.256,0.008,0.002,3.681,nan,23.92,128.563,1.448,1.123
5,84.541,709.363,45.516,16.114,16.161,0.0,0.053,0.002,25.759,nan,11.395,62.194,1.851,0.909
6,73.626,815.258,65.63,38.999,38.724,16.667,0.016,0.035,0.472,nan,27.576,88.463,1.38,1.964
7,80.48,745.841,191.857,79.388,78.988,22.785,0.002,0.003,0.585,nan,56.136,265.54,1.146,0.267
8,86.705,691.798,94.83,102.557,101.96,18.824,0.02,0.035,0.566,nan,72.519,113.012,0.87,0.976
9,77.1,777.688,81.757,46.61,46.334,27.632,0.049,0.024,2.046,nan,32.958,110.517,1.36,1.572
10,100.826,595.209,58.616,24.97,24.843,6.061,0.042,0.016,2.638,nan,17.656,81.417,1.74,0.893
11,116.412,515.441,24.245,7.965,7.93,0.0,0.011,0.003,3.217,nan,5.632,33.938,1.654,0.787
13,102.354,585.969,39.217,13.582,13.579,0.0,0.009,0.009,0.979,nan,9.604,53.973,1.46,0.819
14,129.719,462.433,35.667,5.297,5.304,0.0,0.002,0.001,1.832,nan,3.745,50.304,1.696,0.482
15,77.476,775.056,81.288,78.361,77.841,22.368,0.051,0.04,1.299,nan,55.409,101.453,1.218,1.727
16,119.98,500.266,44.859,6.971,7.03,0.0,0.004,0.001,4.074,nan,4.929,62.939,1.741,0.353
17,92.782,647.3,86.521,46.793,46.547,19.78,0.009,0.014,0.655,nan,33.088,117.827,1.276,1.076
