2,74.856,801.448,45.437,36.761,36.513,17.808,0.048,0.036,1.349,nan,25.994,58.844,1.058,1.54
3,73.274,820.258,123.025,87.89,87.295,40.278,0.057,0.032,1.776,nan,62.147,163.297,1.237,1.128
4,84.588,709.656,69.304,46.398,46.115,20.482,0.027,0.036,0.751,nan,32.808,92.953,1.379,1.497
5,88.244,679.934,33.13,14.907,14.832,0.0,0.025,0.008,3.005,nan,10.541,45.762,1.69,0.891
6,73.516,817.183,97.893,69.395,68.945,43.056,0.054,0.03,1.8,nan,49.069,129.55,1.386,1.526
7,80.493,766.141,92.958,94.573,93.967,38.961,0.033,0.115,0.286,nan,66.873,112.148,0.887,1.471
8,91.646,654.937,97.208,138.69,137.91,18.889,0.016,0.056,0.276,nan,98.069,97.352,0.73,0.804
9,81.0,741.429,104.145,52.448,52.118,29.114,0.043,0.008,5.339,nan,37.087,143.306,1.503,1.204
10,96.168,624.271,96.056,49.342,49.08,12.632,0.052,0.017,2.984,nan,34.89,131.847,1.547,0.655
11,123.764,484.731,19.944,7.415,7.384,0.0,0.043,0.01,4.313,nan,5.243,27.67,1.796,0.708
13,95.885,625.957,57.939,38.39,38.187,11.702,0.044,0.031,1.396,nan,27.146,77.688,1.583,0.846
14,109.534,547.778,42.825,15.346,15.28,0.926,0.016,0.01,1.541,nan,10.851,59.722,1.696,0.608
15,81.574,735.821,54.328,45.192,44.908,23.75,0.027,0.051,0.52,nan,31.955,70.242,1.174,2.269
16,118.82,505.006,28.235,10.865,10.82,0.0,0.049,0.023,2.138,nan,7.683,39.242,1.692,0.575
17,117.67,510.099,61.977,41.428,41.247,10.345,0.049,0.012,4.147,nan,29.294,82.954,1.502,0.495
