1,73.351,818.098,33.866,28.558,28.319,6.557,0.052,0.041,1.254,nan,20.194,43.778,1.187,2.303
1,72.658,825.986,47.668,31.121,30.913,10.959,0.047,0.015,3.162,nan,22.006,63.972,1.538,1.221
3,61.793,971.106,80.049,61.238,60.796,36.364,0.043,0.059,0.731,nan,43.302,104.348,1.015,1.846
5,62.955,953.098,50.806,33.401,33.15,6.557,0.022,0.007,3.086,nan,23.618,68.018,1.339,1.58
5,61.619,973.86,33.185,31.579,31.302,10.526,0.045,0.068,0.661,nan,22.33,40.421,0.889,2.14
5,64.121,936.458,34.793,29.865,29.749,9.722,0.043,0.077,0.554,nan,21.118,41.634,0.941,1.386
6,65.918,911.8,153.393,72.201,71.647,36.923,0.009,0.007,1.196,nan,51.054,210.548,1.383,0.771
7,67.002,895.675,52.906,51.756,51.419,25.974,0.026,0.02,1.267,nan,36.597,65.652,0.981,1.986
11,65.21,920.037,46.98,32.996,32.686,11.111,0.009,0.009,0.974,nan,23.331,62.273,1.318,1.44
13,80.101,748.882,65.446,28.156,28.03,5.882,0.043,0.009,4.905,nan,19.91,89.563,1.581,1.137
14,61.29,978.5,62.772,46.059,45.689,21.429,0.032,0.032,0.988,nan,32.569,82.672,1.059,1.216
14,64.577,929.462,42.613,34.832,34.492,15.385,0.018,0.033,0.554,nan,24.63,55.426,1.081,2.303
18,75.862,790.862,21.528,19.509,19.402,0.0,0.048,0.026,1.896,nan,13.795,26.646,1.156,1.514
19,62.789,955.98,71.418,60.262,59.652,30.0,0.027,0.029,0.93,nan,42.611,92.311,0.961,2.037
20,70.643,850.195,65.042,33.362,33.187,9.091,0.049,0.014,3.407,nan,23.591,88.364,1.414,1.305
20,70.986,845.47,74.998,40.565,40.264,15.152,0.048,0.002,24.357,nan,28.684,102.063,1.731,0.956
22,86.833,691.333,69.727,43.826,43.519,23.611,0.035,0.02,1.712,nan,30.99,94.114,1.362,0.993
23,79.344,756.366,32.681,22.429,22.294,2.439,0.063,0.024,2.62,nan,15.86,43.429,1.404,1.529
23,79.616,753.905,48.111,25.76,25.57,7.937,0.04,0.014,2.91,nan,18.215,64.325,1.497,1.21
24,70.178,855.938,67.805,69.555,69.124,51.852,0.029,0.073,0.398,nan,49.183,82.482,0.823,1.969
25,67.928,883.306,14.204,20.4,20.232,0.0,0.023,0.023,0.998,nan,14.425,14.16,0.723,1.299
26,64.453,930.868,44.84,37.316,36.956,16.981,0.028,0.054,0.53,nan,26.387,58.156,1.274,1.887
27,74.92,800.975,17.815,13.746,13.683,0.0,0.043,0.03,1.449,nan,9.72,22.456,1.255,1.355
28,81.462,736.91,34.754,26.4,26.207,2.985,0.026,0.027,0.947,nan,18.667,45.031,1.067,1.589
30,83.529,718.379,32.772,33.037,32.79,15.152,0.027,0.076,0.353,nan,23.36,39.766,0.863,inf
30,83.413,719.442,38.322,34.738,34.553,12.632,0.049,0.028,1.741,nan,24.564,48.563,1.121,1.852
30,83.397,719.653,36.871,35.244,35.006,13.333,0.023,0.08,0.282,nan,24.921,45.854,0.812,2.152
