2,19.066666666666666,72.585,826.808,75.086,66.147,66.123,33.888,0.019,0.01,1.877,0.007,46.773,95.178,1.11,1.761
3,19.0,54.44,1103.636,124.577,121.18,121.122,66.279,0.021,0.021,1.023,0.014,85.687,153.854,0.919,1.5
4,19.30002380952381,60.568,992.317,108.731,90.866,90.828,55.575,0.003,0.003,0.894,0.007,64.252,139.618,0.862,1.685
5,19.966666666666665,62.836,954.165,65.241,36.367,36.353,9.402,0.005,0.001,3.805,0.005,25.715,88.619,1.415,1.262
6,19.666666666666668,69.239,866.758,78.828,37.602,37.589,14.412,0.003,0.001,3.428,0.004,26.589,108.189,1.375,1.264
7,19.766666666666666,70.589,850.353,96.968,54.955,54.936,28.284,0.01,0.002,4.161,0.01,38.859,131.512,1.376,1.276
8,19.483333333333334,70.813,847.634,71.498,51.962,51.943,32.221,0.004,0.003,1.28,0.005,36.742,94.24,0.979,1.537
9,19.666666666666668,76.649,782.427,69.645,40.203,40.19,12.807,0.018,0.005,3.488,0.009,28.428,94.332,1.439,1.239
10,19.666666666666668,98.737,607.719,45.304,19.05,19.045,1.649,0.006,0.001,6.054,0.007,13.47,62.639,1.536,0.722
11,19.666666666666668,74.147,809.513,65.003,48.929,48.913,30.014,0.003,0.004,0.771,0.005,34.598,85.198,0.967,1.568
13,19.666690476190475,87.007,690.095,55.556,32.365,32.355,5.972,0.012,0.004,2.796,0.011,22.885,75.176,1.397,0.914
14,19.666666666666668,73.222,819.572,56.78,33.04,33.028,12.726,0.006,0.002,3.14,0.007,23.363,76.853,1.294,1.538
15,19.583333333333332,82.742,725.25,57.607,30.0,29.991,5.683,0.028,0.004,7.133,0.015,21.213,78.684,1.511,1.01
16,19.666666666666668,65.284,919.587,93.152,62.161,62.138,40.328,0.005,0.003,1.78,0.009,43.955,124.016,1.141,1.624
17,19.683333333333334,66.527,903.605,125.102,91.159,91.124,51.072,0.007,0.007,0.899,0.009,64.459,164.646,0.994,1.632
