1,3.08,84.781,707.927,109.468,41.586,41.506,15.0,0.004,0.001,3.013,0.001,29.406,151.923,1.301,0.716
2,3.22,65.485,916.71,72.301,56.001,55.867,43.333,0.006,0.005,1.35,0.006,39.599,94.4,0.891,1.492
3,3.24,73.75,810.357,89.686,63.039,62.905,26.891,0.011,0.011,0.972,0.004,44.575,118.563,0.975,1.469
4,2.84,56.727,1058.294,87.54,78.151,77.905,49.375,0.008,0.012,0.716,0.006,55.261,111.141,0.852,1.724
5,2.26,74.36,806.874,67.211,38.228,38.127,14.97,0.007,0.007,1.053,0.002,27.031,90.627,1.122,1.43
6,2.57,60.323,994.974,83.677,68.232,68.007,49.02,0.017,0.016,1.052,0.005,48.247,108.143,1.075,1.899
7,1.66,63.17,950.621,71.164,69.113,68.782,35.922,0.05,0.037,1.348,nan,48.87,88.181,1.129,1.912
8,3.27,84.641,708.796,65.709,10.976,10.959,0.0,0.001,0.0,5.449,0.001,7.761,92.551,1.547,0.451
9,3.19,78.117,768.464,88.508,51.746,51.642,31.855,0.013,0.011,1.191,0.006,36.59,119.84,1.267,1.056
10,1.65,72.015,833.179,26.607,16.343,16.274,0.0,0.018,0.007,2.545,nan,11.557,35.954,1.283,1.693
11,0.59,75.85,791.14,34.572,27.252,26.927,0.0,nan,0.063,nan,nan,19.27,45.069,1.348,inf
12,2.18,55.624,1078.775,75.138,57.065,56.836,44.167,0.014,0.007,1.949,0.003,40.351,98.314,1.225,1.905
13,2.66,88.575,677.538,69.508,37.458,37.381,16.667,0.009,0.003,3.195,0.001,26.487,94.584,1.269,1.457
14,0.74,60.112,998.209,35.512,34.544,34.132,13.953,0.012,0.036,0.346,nan,24.426,44.533,0.801,1.609
15,1.23,73.907,812.4,60.739,50.132,49.851,34.444,0.058,0.034,1.728,nan,35.449,78.617,1.148,2.181
16,2.46,56.675,1059.072,81.065,105.172,104.806,69.065,0.014,0.075,0.189,0.004,74.367,85.899,0.569,1.819
17,2.62,67.815,885.148,46.51,51.592,51.445,37.5,0.032,0.033,0.955,0.003,36.481,54.814,0.819,1.751
18,0.69,77.921,770.075,53.601,32.125,31.819,7.547,0.02,0.005,3.828,nan,22.716,72.795,1.371,2.169
19,1.37,76.151,780.837,92.409,89.782,89.352,32.692,0.033,0.046,0.704,nan,63.485,114.594,0.917,1.769
20,2.52,72.514,827.359,61.883,31.609,31.522,12.155,0.049,0.004,11.513,0.003,22.351,84.775,1.579,1.119
21,2.22,72.25,830.597,53.372,38.807,38.691,17.61,0.043,0.019,2.327,0.004,27.441,70.266,1.196,1.765
22,2.67,82.94,723.614,63.372,42.751,42.656,24.091,0.008,0.009,0.914,0.003,30.229,84.406,1.07,1.813
23,2.35,82.989,723.083,54.573,30.295,30.219,10.363,0.05,0.025,2.013,0.004,21.422,74.184,1.522,1.349
24,1.74,69.078,861.807,83.924,86.229,85.864,47.059,0.034,0.064,0.535,nan,60.973,102.34,0.943,1.604
25,1.84,73.905,811.504,51.878,25.527,25.448,4.444,0.003,0.001,5.804,nan,18.05,70.889,1.273,0.884
26,2.98,74.717,803.281,83.087,32.664,32.589,10.407,0.001,0.001,1.077,0.002,23.097,114.899,1.011,1.184
27,2.66,81.43,737.023,54.472,42.52,42.421,3.256,0.007,0.011,0.651,0.005,30.066,70.85,0.904,1.21
28,1.42,76.046,789.327,45.17,27.929,27.801,5.607,0.018,0.006,2.864,nan,19.749,59.694,1.212,1.329
29,1.4,79.063,759.009,46.946,29.869,29.735,7.273,0.024,0.013,1.888,nan,21.121,62.171,1.202,1.299
30,2.37,85.654,700.647,54.015,33.511,33.427,9.95,0.049,0.014,3.403,0.005,23.696,72.812,1.441,1.575
