2,75.468,799.718,78.095,83.788,83.602,34.978,0.021,0.015,1.417,0.005,59.247,92.912,1.002,1.738
3,53.088,1131.492,103.223,112.946,112.59,63.291,0.023,0.025,0.887,0.002,79.865,122.396,0.798,1.13
4,58.797,1027.562,83.983,96.516,96.237,66.092,0.034,0.032,1.076,0.005,68.247,97.471,0.928,2.132
5,62.813,955.023,64.321,33.351,33.272,9.574,0.016,0.001,10.688,0.006,23.583,87.758,1.618,1.152
6,70.842,847.217,66.523,27.377,27.326,6.161,0.008,0.003,3.06,0.009,19.359,91.848,1.375,1.266
7,69.461,864.072,106.384,47.535,47.427,23.188,0.014,0.004,3.33,0.007,33.612,146.777,1.34,1.188
8,71.422,840.376,51.758,50.095,49.978,32.394,0.031,0.024,1.327,0.003,35.423,64.178,0.954,1.897
9,76.98,779.602,75.327,38.025,37.942,16.957,0.03,0.008,3.59,0.001,26.888,103.321,1.524,1.244
10,100.05,599.789,37.597,25.131,25.089,1.342,0.036,0.007,4.835,0.006,17.771,50.189,1.377,0.82
11,72.378,829.233,73.273,55.938,55.816,36.574,0.02,0.025,0.787,0.015,39.554,95.25,1.007,1.621
13,87.74,683.957,47.258,23.686,23.643,3.448,0.034,0.004,7.69,0.013,16.748,64.527,1.583,0.811
14,73.816,813.006,48.808,35.977,35.895,15.455,0.018,0.007,2.506,0.012,25.439,64.297,1.263,1.644
15,83.133,721.855,56.835,28.553,28.496,7.258,0.034,0.007,5.237,0.006,20.19,77.917,1.532,1.039
16,65.461,917.289,92.037,59.915,59.763,35.385,0.011,0.008,1.335,0.013,42.366,122.893,1.147,1.708
17,71.539,839.772,151.811,77.711,77.531,41.315,0.007,0.005,1.416,0.011,54.95,207.257,1.258,1.045
