2,80.759,742.804,96.414,66.386,65.993,23.75,0.047,0.013,3.71,nan,46.942,128.303,1.504,1.055
3,56.499,1063.597,131.473,106.945,106.001,64.286,0.044,0.079,0.564,nan,75.622,169.889,0.988,1.417
4,70.048,857.226,77.403,65.273,64.809,36.232,0.057,0.037,1.552,nan,46.155,99.603,1.131,1.553
5,63.209,949.493,65.248,40.15,39.828,12.903,0.035,0.006,6.015,nan,28.39,88.451,1.617,1.276
6,69.714,861.155,65.756,31.145,31.07,7.353,0.032,0.011,2.951,nan,22.023,88.527,1.568,1.726
7,71.349,841.878,133.608,106.018,105.247,50.0,0.058,0.033,1.772,nan,74.966,174.305,1.161,1.099
8,63.985,938.798,98.308,101.035,100.217,66.667,0.044,0.076,0.571,nan,71.442,119.542,0.921,1.099
9,73.242,819.544,67.561,45.577,45.289,26.389,0.05,0.015,3.269,nan,32.228,89.576,1.372,1.645
10,89.311,672.062,41.183,17.773,17.7,2.273,0.012,0.009,1.358,nan,12.568,56.182,1.482,0.948
11,71.393,840.373,66.521,59.069,58.642,44.928,0.038,0.057,0.668,nan,41.768,84.525,0.979,1.91
13,86.173,696.084,66.054,38.167,37.963,11.765,0.03,0.02,1.518,nan,26.988,89.552,1.365,0.873
14,71.569,838.592,53.508,43.104,42.806,28.571,0.048,0.049,0.988,nan,30.479,69.206,1.092,1.665
15,81.762,733.893,47.48,25.217,25.057,2.5,0.02,0.01,2.054,nan,17.831,65.164,1.329,1.432
16,66.712,900.286,93.72,68.705,68.42,41.538,0.017,0.025,0.673,nan,48.582,119.722,1.126,2.169
17,74.549,806.321,134.302,97.982,97.375,45.205,0.016,0.04,0.409,nan,69.284,176.699,0.927,1.424
