2,72.03,829.455,69.951,69.399,69.237,35.814,0.052,0.035,1.518,0.004,49.072,86.114,1.006,1.946
3,55.775,1077.53,136.39,135.5,135.089,64.458,0.036,0.027,1.335,0.005,95.813,168.005,0.979,1.364
4,60.372,994.781,125.731,102.116,101.829,58.659,0.003,0.007,0.391,0.003,72.207,162.512,0.632,1.6
5,61.329,973.177,77.88,61.886,61.715,13.115,0.031,0.019,1.588,0.003,43.76,101.31,1.09,1.292
6,67.095,894.494,54.323,35.217,35.13,12.563,0.022,0.009,2.353,0.002,24.902,72.652,1.209,1.556
7,70.306,853.664,109.596,55.212,55.079,30.622,0.011,0.004,2.591,0.005,39.041,150.296,1.354,1.196
8,70.013,857.375,62.423,49.339,49.222,32.057,0.015,0.019,0.818,0.011,34.888,80.911,0.918,1.758
9,79.464,755.075,59.292,38.604,38.526,8.861,0.03,0.007,4.3,0.006,27.297,79.222,1.457,1.206
10,101.075,593.675,42.003,16.34,16.314,1.656,0.039,0.005,8.302,0.007,11.554,58.304,1.696,0.899
11,73.235,819.452,58.646,50.29,50.176,36.986,0.014,0.037,0.378,0.01,35.561,74.793,0.829,1.408
13,85.126,705.129,62.797,47.465,47.374,5.906,0.04,0.018,2.258,0.011,33.563,81.979,1.195,0.971
14,72.397,828.836,44.927,31.644,31.57,12.963,0.026,0.014,1.916,0.009,22.375,59.536,1.142,1.489
15,81.22,738.825,54.921,26.947,26.891,7.851,0.032,0.004,8.087,0.004,19.054,75.459,1.619,1.142
16,64.591,929.792,101.545,67.636,67.466,47.396,0.011,0.007,1.474,0.003,47.826,135.261,1.006,1.644
17,66.578,901.775,95.048,81.844,81.642,43.434,0.03,0.02,1.494,0.008,57.872,121.216,1.023,1.874
